IsDangerous,Contents
0,1 DRONE DJI FPV
0,8 REPUESTOS
0,4 ACCESORIOS VEHICULO
0,5 ACCESORIOS VEHICULO
0,1 UN PAR DE TENIS
0,1 CAT S SNACKS  1 ZAPATOS
0,1 GAFAS 1 GRASA PARA BICICLETA
0,PARTES PARA MONTACARGAS 
0,REPUESTOS
0,REPUESTOS
0,CORTINAS Y CUADROS
0,BARRAS PARA ILUMINACION DEPORTIVA
0,TAPETES DE CARRO REPUESTO
0,BARBIE
0,PACK LIQUIDO PARA LENTES DE CONTACTO PERFUMES TIJERAS
0,REPUESTOS DE CASA DIMMER SUICHS
0,LAMPARA
0,LAMPARAS DE TECHO
0,BOXERS
0,ZAPATOS
0,ARTICULOS HOGAR
0,CDS
0,HAND DRYER
0,CAMARA DE SEGURIDAD SIERRA MOUSE PAD ZAPATOS MICRO SD
0,ROPA
0,6 TARJETAS PC
0,2 VASOS METALICOS 1 PAR DE ZAPATOS
0,SUPLEMENTOS
0,ACCESORIOS VEHICULO
0,GORRO
0,COMPUTADOR PORTATIL SERIAL PF1A0TVH
0,DISCO ASCETATO
0,MACBOOK PRO USADA SERIAL C02QKZ14FVH5
0,3 SUPLEMENTOS
0,GORRAS
0,ZAPATOSGANCHOSCABLECORREAF UNDAARTICULOS HOGAR
0,ORGANIZADOR DE JUGUETES
0,MONITOR
0,REPUESTOS P.A 8701910000
0,REPUESTOS
0,PARTES PARA MONTACARGAS 
0,EFECTOS PERSONALES
0,REPUESTOS P.A 8701910000
0,EFECTOS PERSONALES
0,TANQUE VACIO
0,EFECTOS PERSONALES
0,JUGUETESPLANTILLAZAPATOSCART UCHERAJABONGANCHOSARTICULOS HOGAR
0,AUDIFONOS
0,COLECIONABLE
0,IMPRESORA EC-C7000
0,6 COSMETICOS Y 2 CAJAS BACIAS 6 LEGO
0,ROPA
0,SUPLEMENTOS
0,BASCULA
0,27 CONTROLES PARA REPUESTO USADOS
0,19 CONTROLES XBOX USADOS DE REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,1 TENIS
0,REPUESTOS P.A 8701910000
0,ELEMENTO PARA USO PERSONAL 
0,MAQUINA DE YOGURTH JARRA 
0,ACCESORIOSZAPATOS.
0,ROPA
0,CENTRIFUGA DE LECHE
0,MOCHILA CHAMPU ACONDICIONADOR ACCESORIOS PARA CA CABELLO CREMA DE AFEITAR  2 SUPLEMENTOS
0,HAMACA PARA BEBE
0,ARTICULOS DE OFICINA
0,ARTICULOS DE OFICINA
0,ZAPATOS DE BEBE ZAPATILLA DE ADULTO
0,JUGUETE
0,5376D4-
0,BANADOR
0,ROPA ZAPATOS ARTICULOS DE USO PERSONAL DE HOGAR Y DE COCINA 
0,SANDALIAS BOLSO CASE PROTECTOR Y PRENDAS DE VESTIR DE Y PARA USO PERSONAL
0,ZAPATO-ROPA-IMP ASEO
0,ARTICULOS DE BANO - ROPA
0,ARTICULOS DE HOGAR DE DECORACION ALFOMBRAS Y TOALLAS 
0,ROPA VITAMINA
0,ROPA GANCHOS DE PELO 
0,ROPA  JUGUETES Y ZAPATOS
0,1 BISO Y SUPLEMENTOS 
0,ARTICULOS PARA COCINASUPLEME.
0,LAMPARA 
0,COMESTIBLES SANDALIAS JUGUETES DE NINO Y DULCES 
0,2 CHAQUETAS  REVSTAS Y CHOCOLATES
0,ROPA  1 VENTILADOR 
0,ACESORIOS 
0,ROPAPROTEINA.
0,VENTILADOR AUDIFONOS 
0,LIBRO
0,CHALECO
0,ROPA DE BEBE
0,SOPORTE DE BICICLETA
0,SOMBRILLA
0,CUNA COSMETICOS Y ARTICULOS PARA BEBES
0,1 CAMARA  1 PIANO 
0,ROPA 
0,COMESTIBLES ACCESORIOS Y ARTICULOS DE ASEO PERSONAL
0,HERRAMIENTAS 
0,RIN/270372123210
0,CREMAS CEPILLOS SABANAS SUPLEMENTOS
0,SANDALIAS
0,ARTICULOS BEBE
0,MESA DE JUGUETE
0,CINTURON
0,ROPA ZAPATOS Y JUGUETES
0,ROPA ZAPATOS COMESTIBLES ENSURE
0,ROPA ZAPATOS ARTICULOS DE COCINA DE ASEO DE HOGAR Y COMESTIBLES
0,TABLET VINEIMON
0,TYLENOL IBOPRUFENO
0,TENIS Y CAMISETA
0,1MEMORIA
0,1LIBRO1FUNKO1PERFUMEGAFAS
0,MOCHILAS
0,1REPUESTO
0,1TENIS1LIBROJUGUETEROPA PARA NINA
0,1FUNKO1KIT DE UNAS1DOCUMENTOROPA PARA NINA
0,PEPPERLFUCHS
0,BOLSOROPA.
0,REPUESTOS
0,TENID RELOJ
0,SECADORES DE PELO 
0,ROPA Y ARTICULOS DE USO PERSONAL JUGUETES
0,REPUESTO
0,PANALES CENTRO DE CAMA DONACION 
0,CONTROL PRENDA DE VESTIR SET DE COLORES MEMORIAS Y ACCESORIOS 
0,BOLSO
0,CAFETERA GORRAS 
0,COMESTIBLES CREMAS ARTICULOS DEL HOGAR Y ACCESORIOS 
0,UTENSILIO DE COCINA COMESTIBLES CEPILLO DENTAL Y ACCESORIOS 
0,UTENSILIO DE COCINA COMESTIBLES Y ACCESORIOS 
0,BOLSO JABON COMESTIBLES ACCESORIOS Y ARTICULOS DEL HOGAR 
0,1LIBRO1VIDEO JUEGOVESTIDO PARA NINA
0,1ALMOHADILLASACCESORIOS DE USO PERSONAL
0,1PELUCHE1TENIS1CAMISA1TENSIOMETRO DIGITAL
0,REPUESTO
0,REPUESTOS
0,SUPLEMENTOS ARTICULOS DE BEBE
0,MANILLAS
0,MUNECOS ZAPATOS JAFAS
0,EQUIPO DE SONIDO USADO
0,JUGUETE-ROPA-ZAPATO
0,GUANTES
0,ARTICULOS USO PERSONAL
0,ROPA CARTERA
0,BAGS 
0,SPARE PART
0,ARTICULOS DEL HOGAR ACCESORIOS Y ARTICULOS DE ASEO PERSONAL
0,5351D1-FORRO DE CELULAR . 2 GUIA DE MOTO 1 ARMASON DE MOTO Y UN POLISH
0,ELEMENTO PARA USO PERSONAL 
0,BOLSO Y MONEDERO
0,BOLSO
0,TELEVISOR
0,REPUESTO
0,STEREO FLY TEST OS-151
0,ZAPATOS
0,1 KIT DE MAQUILLAJE
0,1KIT DE FILTROS
0,LIBROS ARTICULOS DEL HOGAT CALCETINES PRENDA DE VESTIR Y ACCESORIOS 
0,ROPA
0,1 ARTICULOS DE HOGAR
0,2 JACKETS
0,PRENDAS DE HOGAR Y ARTICULOS DE USO DIARIO
0,PRENDAS  CALZADO  ARTICULOS DE HOGAR  FLOTADOR  JUGUETE
0,1 MAQUINA DE LLENADO LIQUIDO
0,1 GRASS FED 1 CAMISERTA
0,1 PRENDA DE VESTIR
0,1 JUGUETE 1 TENNIS
0,REPUESTOS P.A 8701910000
0,REPUESTOS P.A 8701910000
0,REPUESTOS P.A 8701910000
0,1 LENTE TELESCOPIO 1 TELESCOPIO  DELICADO
0,PRENDAS  CALZADO  ARTICULOS DE HOGAR  FLOTADOR  JUGUETE
0,1 ACCESORIOS HOGAR
0,1 SUPLEMENTO 1 SUPLEMENTO
0,1 SPRAYGROUND SHOP
0,1 UNA MALETA SPRAYGROUND
0,2 REPUESTO
0,1 2 JOGGERS 3 PRENDAS MAS
0,1 JUGUETE 1 ACCESORIO VEHICULO 1 JUGUETE 1 JUGUETE 1 JUGUETE 1 JUGURTE
0,1 ART TECNOLOGICO
0,REPUESTOS P.A 8701910000
0,1 TENIS
0,3 ACCESORIOS VEHICULO
0,REPUESTOS P.A 8701910000
0,1 TENNIS
0,1 ART VARIOS
0,1 MAQUINA DE LLENADO LIQUIDO
0,2 ALEXA 3 ECHO DOT 1 ECHO DOT
0,2 JEAN DAMA Y CONJUNTO NEGRO
0,1 ARTICULOS VARIOS
0,1 ALETAS CRESSI GARA MODULAR PARA APNEA
0,1 CREMAS
0,1 CALZADO
0,3 SUPLEMENTO
0,CANDELABROS
0,ALEXA ARTICULOS DE HOGAR
0,1 CALZADO
0,1 ART VARIOS SHEIN
0,1 FLOTADOR PARA BB
0,1 VASOS PARA AGUA ARTICULOS HOGAR
0,REPUESTOS P.A 8701910000
0,REPUESTOS P.A 8701910000
0,REPUESTOS P.A 8701910000
0,REPUESTOS P.A 8701910000
0,1 PRENDAS DE VESTIR
0,1 DRONE DJI FPV
0,8 REPUESTOS
0,4 ACCESORIOS VEHICULO
0,5 ACCESORIOS VEHICULO
0,1 UN PAR DE TENIS
0,1 CAT S SNACKS  1 ZAPATOS
0,1 GAFAS 1 GRASA PARA BICICLETA
0,PARTES PARA MONTACARGAS 
0,REPUESTOS
0,REPUESTOS
0,CORTINAS Y CUADROS
0,BARRAS PARA ILUMINACION DEPORTIVA
0,TAPETES DE CARRO REPUESTO
0,BARBIE
0,PACK LIQUIDO PARA LENTES DE CONTACTO PERFUMES TIJERAS
0,REPUESTOS DE CASA DIMMER SUICHS
0,LAMPARA
0,LAMPARAS DE TECHO
0,BOXERS
0,ZAPATOS
0,ARTICULOS HOGAR
0,CDS
0,HAND DRYER
0,CAMARA DE SEGURIDAD SIERRA MOUSE PAD ZAPATOS MICRO SD
0,ROPA
0,6 TARJETAS PC
0,2 VASOS METALICOS 1 PAR DE ZAPATOS
0,SUPLEMENTOS
0,ACCESORIOS VEHICULO
0,GORRO
0,COMPUTADOR PORTATIL SERIAL PF1A0TVH
0,DISCO ASCETATO
0,MACBOOK PRO USADA SERIAL C02QKZ14FVH5
0,3 SUPLEMENTOS
0,GORRAS
0,ZAPATOSGANCHOSCABLECORREAF UNDAARTICULOS HOGAR
0,ORGANIZADOR DE JUGUETES
0,MONITOR
0,REPUESTOS P.A 8701910000
0,REPUESTOS
0,PARTES PARA MONTACARGAS 
0,EFECTOS PERSONALES
0,REPUESTOS P.A 8701910000
0,EFECTOS PERSONALES
0,TANQUE VACIO
0,EFECTOS PERSONALES
0,JUGUETESPLANTILLAZAPATOSCART UCHERAJABONGANCHOSARTICULOS HOGAR
0,AUDIFONOS
0,COLECIONABLE
0,IMPRESORA EC-C7000
0,6 COSMETICOS Y 2 CAJAS BACIAS 6 LEGO
0,ROPA
0,SUPLEMENTOS
0,BASCULA
0,27 CONTROLES PARA REPUESTO USADOS
0,19 CONTROLES XBOX USADOS DE REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,REPUESTO
0,1 TENIS
0,REPUESTOS P.A 8701910000
0,C4
1,ACIDO SULFURICO
1,CUCHILLO
0,CUADERNO
1,GRANADA
1,EXPLOSIVOS
1,POLVORA
1,URANIO ENRIQUECIDO
0,PAPEL HIGIENICO
1,ARMAS DE FUEGO SIMULADAS
1,CIANURO
0,PLATANOS
1,PISTOLA
1,DROGAS ILICITAS
0,CALCULADORA
1,GASOLINA
1,BATERIAS DE LITIO
1,VENENO PARA RATAS
0,CUADERNO
1,NAVAJA SUIZA
1,ACIDO CLORHIDRICO
1,SUSTANCIAS RADIACTIVAS
0,SILLA DE OFICINA
1,PLUTONIO
1,CUCHILLO DE CAZA
1,OPIOIDES
0,JUEGO DE CARTAS
1,ANTRAX
1,ARMAS DE FUEGO
1,SUSTANCIAS CORROSIVAS
0,LIBRO DE COCINA
1,C4
1,CLORURO DE MERCURIO
1,CUCHILLO DE COCINA
1,GASES TOXICOS
0,OLLAS A PRESION
1,PRODUCTOS QUIMICOS
1,PESTICIDAS
0,RELOJ DE PULSERA
0,PLATOS DE PAPEL
1,TNT
1,BOMBAS
1,ACIDO CLORHIDRICO
0,GORRA DE BEISBOL
1,ANFO
1,ARSENICO
1,ARMA DE FUEGO
1,NITRATO DE AMONIO
0,AGUA EMBOTELLADA
1,DDT
1,ACIDO SULFURICO
0,AGENDA
1,SUSTANCIAS EXPLOSIVAS
1,FOSFORO BLANCO
1,POLONIO
1,CILINDROS DE GAS
1,GASES ASFIXIANTES
1,ARMAS QUIMICAS
1,ACIDO FLUORHIDRICO
1,GAS NERVIOSO
1,PRODUCTOS INFLAMABLES
1,NITRATO DE PLATA
1,ARMAS BIOLOGICAS
1,PILA
1,NAPALM
1,ANTRAX
1,DISPOSITIVOS EXPLOSIVOS IMPROVISADOS
1,CLORURO DE SODIO
1,ACIDO CIANHIDRICO
1,AGENTES QUIMICOS DE GUERRA
0,PELOTA DE FUTBOL
1,SUSTANCIAS RADIACTIVAS
1,ARMA DE DESTRUCCION MASIVA
1,ACIDO PERCLORICO
1,SUSTANCIAS INFLAMABLES
1,MONOXIDO DE CARBONO
1,TOXINAS
1,GAS MOSTAZA
1,CARGA HUECA
1,ACIDO NITRICO
1,CIANURO DE POTASIO
1,LANZA COHETES
1,GAS DE CLORO
1,SUSTANCIAS VENENOSAS
1,SUSTANCIAS QUIMICAS PELIGROSAS
1,BOMBAS INCENDIARIAS
1,VENENO
1,AGENTES NEUROTOXICOS
1,ACIDO FLUORHIDRICO
1,GAS SARIN
1,SUSTANCIAS CORROSIVAS
1,MATERIAL RADIOACTIVO
1,CILINDROS DE GAS
1,BOMBAS DE RACIMO
1,EXPLOSIVOS
1,ARMAS DE DESTRUCCION MASIVA
1,NAPALM
1,ARMAS BIOLOGICAS
1,ACIDO NITRICO
1,CARTUCHOS DE MUNICION DE CALIBRE .22
1,BATERIAS DE LITIO RECARGABLES
1,LATAS DE AEROSOL INFLAMABLE
1,PINTURA EN AEROSOL CON CONTENIDO DE GAS BUTANO
1,BOTELLAS DE GAS PROPANO PARA CAMPING
1,CAJAS DE FUEGOS ARTIFICIALES
1,BOTELLAS DE ACIDO CLORHIDRICO
1,TAMBORES DE DESECHOS QUIMICOS
1,CILINDROS DE GAS COMPRIMIDO PARA SOLDADURA
1,TANQUES DE OXIGENO MEDICO
1,PAQUETES DE FUEGOS ARTIFICIALES
1,LIQUIDOS INFLAMABLES PARA ENCENDEDORES
1,CAJAS DE COHETES PIROTECNICOS
1,ENVASES DE QUEROSENO PARA LAMPARAS
1,BOTELLAS DE ACIDO SULFURICO
1,LATAS DE PINTURA A BASE DE ACEITE
1,BOTELLAS DE GASOLINA PARA CORTADORAS DE CESPED
1,LATAS DE REMOVEDOR DE PINTURA
1,CONTENEDORES DE ACIDO NITRICO
1,BOLSAS DE FERTILIZANTE EXPLOSIVO
1,BOTES DE DISOLVENTE PARA LIMPIEZA DE PINTURAS
1,PAQUETES DE CERILLAS DE FOSFORO
1,TAMBORES DE ACIDO FLUORHIDRICO
1,BOTES DE INSECTICIDA EN AEROSOL
1,LATAS DE COMBUSTIBLE PARA ANTORCHAS
1,CAJAS DE BENGALAS DE SENALIZACION
1,BIDONES DE LIQUIDO INFLAMABLE
1,BOLSAS DE POLVO DE ALUMINIO
1,CAJAS DE BATERIAS DE LITIO
1,TAMBORES DE ACIDO SULFURICO
1,ENVASES DE PEGAMENTO PARA MODELISMO
1,FRASCOS DE ACIDO CLORHIDRICO
1,BOTELLAS DE GAS BUTANO PARA ESTUFAS
1,BATERIAS DE PLOMO-ACIDO RECARGABLES
1,CONTENEDORES DE ACIDO FOSFORICO
1,BOMBONAS DE PROPANO PARA BARBACOAS
1,CAJAS DE PETARDOS DE POLVORA
1,BOLSAS DE NITRATO DE AMONIO
1,TAMBORES DE CLORURO DE METILENO
1,BOTES DE LIMPIADOR DE DESAGUES
1,BOTELLAS DE GAS NATURAL LICUADO
1,CILINDROS DE ACETILENO PARA SOLDADURA
1,BOLSAS DE CIANURO DE SODIO
1,BIDONES DE ACEITE DE LINAZA
1,CONTENEDORES DE ACIDO ACETICO
1,FRASCOS DE ACIDO FLUORHIDRICO
1,LATAS DE INSECTICIDA EN AEROSOL
1,TAMBORES DE ACIDO SULFURICO
1,ENVASES DE CLORO LIQUIDO
1,BOTELLAS DE AMONIACO PARA LIMPIEZA
1,BOLSAS DE ACIDO NITRICO
1,BOTES DE ADHESIVO PARA MADERA
1,CAJAS DE COHETES PARA FIESTAS
1,TAMBORES DE HIDROXIDO DE SODIO
1,BOLSAS DE PEROXIDO DE HIDROGENO
1,BIDONES DE ACIDO CITRICO
1,LATAS DE ACEITE DE MOTOR
1,BOTELLAS DE LIQUIDO REFRIGERANTE
1,CAJAS DE PETARDOS DE ALTO PODER
1,TAMBORES DE METANOL
1,BOLSAS DE FLUORURO DE HIDROGENO
1,BIDONES DE ACIDO SULFURICO DILUIDO
1,LATAS DE AEROSOL DE INSECTICIDA
1,FRASCOS DE CLORHIDRATO DE ANFETAMINA
1,BOTELLAS DE DISOLVENTE PARA PINTURA
1,CAJAS DE COHETES PIROTECNICOS DE GRAN CALIBRE
1,TAMBORES DE DIOXIDO DE CLORO
1,BOLSAS DE ACIDO SULFURICO
1,BIDONES DE GAS PROPANO
1,LATAS DE LACA EN AEROSOL
1,BOTELLAS DE GAS NATURAL COMPRIMIDO
1,CAJAS DE BATERIAS DE ACIDO PLOMO
1,TAMBORES DE CLORATO DE POTASIO
1,BOLSAS DE PERMANGANATO DE POTASIO
1,BIDONES DE PEROXIDO DE HIDROGENO
1,BOTELLAS DE ACIDO CLORHIDRICO DILUIDO
1,CAJAS DE COHETES PARA CELEBRACIONES
1,TAMBORES DE CIANURO DE SODIO
1,BOLSAS DE PENTOXIDO DE FOSFORO
1,BIDONES DE HIDROXIDO DE SODIO
1,LATAS DE GASOLINA PARA MOTOCICLETAS
1,BOTELLAS DE ACIDO NITRICO DILUIDO
1,CAJAS DE COHETES PARA EVENTOS ESPECIALES
1,TAMBORES DE HIDROXIDO DE POTASIO
1,BOLSAS DE ACIDO CLORHIDRICO
1,BIDONES DE METANOL INDUSTRIAL
1,LATAS DE ESPRAY DE INSECTICIDA
1,BOTELLAS DE ACETONA PARA LIMPIEZA
1,CAJAS DE COHETES PARA FIESTAS DE CUMPLEANOS
1,TAMBORES DE ACIDO FLUORHIDRICO DILUIDO
1,BOLSAS DE PEROXIDO DE HIDROGENO
1,BIDONES DE ACIDO ACETICO GLACIAL
1,LATAS DE ESPRAY DE PINTURA PARA GRAFFITI
1,BOTELLAS DE ACIDO CLORHIDRICO DILUIDO
1,CAJAS DE PETARDOS DE ALTO PODER
1,TAMBORES DE DIOXIDO DE CLORO
1,BOLSAS DE ACIDO SULFURICO DILUIDO
1,BIDONES DE GAS PROPANO INDUSTRIAL
1,LATAS DE LACA EN AEROSOL PARA AUTOMOVILES
1,BOTELLAS DE GAS NATURAL LICUADO PARA VEHICULOS
1,CAJAS DE BATERIAS DE ACIDO PLOMO RECARGABLES
1,TAMBORES DE CLORATO DE POTASIO
1,BOLSAS DE PERMANGANATO DE POTASIO
1,BIDONES DE PEROXIDO DE HIDROGENO
1,LATAS DE ESPRAY DE SILICONA PARA SELLADO
1,BOTELLAS DE ACIDO CLORHIDRICO DILUIDO PARA LIMPIEZA
